film_id,genre,release_date,title,length,rental_cost
5907,romance,2001-08-14,Agreement culture Democrat look.,1.73,3.53
5908,romance,1987-06-17,Year structure result until member again tonight.,3.0300000000000002,2.16
5909,scifi,1979-09-25,Major never her indeed few hear heavy message.,0.8300000000000001,9.04
5910,documentary,1989-06-15,Wall what seek risk peace create sure plan.,1.71,2.79
5911,scifi,1997-04-05,Eye once religious person during.,0.6000000000000001,9.71
5912,documentary,2002-08-31,End answer edge sound.,0.49,8.05
5913,documentary,1989-02-11,Other more clear reality outside local something first.,2.6900000000000004,3.56
5914,scifi,1989-12-16,Enough occur talk nice hand.,0.5,1.09
5915,documentary,1979-06-16,Suggest blood listen six her choice wall.,2.0,2.28
5916,comedy,2013-03-15,Eight difference apply popular significant discuss.,2.2600000000000002,4.08
5917,romance,2017-06-16,Cover ball another reach rule attorney animal.,2.4400000000000004,4.53
5918,scifi,2005-04-07,Gas discussion toward lose tell middle capital.,1.98,3.8
5919,comedy,2017-07-09,Will someone instead nothing.,2.74,9.86
5920,documentary,1999-01-02,Require care drug more break allow.,2.72,6.23
5921,documentary,1998-02-23,Old usually walk contain.,1.49,5.05
5922,documentary,1989-05-08,Sort set safe page it collection.,2.39,0.55
5923,scifi,2011-08-27,Reflect old interview little term.,1.28,1.98
5924,scifi,1986-07-11,Effect western hotel loss tend board.,1.56,2.68
5925,documentary,1990-12-29,Wonder brother appear senior share.,3.0900000000000003,5.14
5926,comedy,1991-10-07,Ability finish science night.,2.04,9.36
5927,comedy,1998-06-18,Science safe impact decide hand series phone.,1.73,3.02
5928,scifi,1986-07-22,Improve ten kitchen rich.,2.96,5.3
5929,scifi,2020-10-13,Local prove difference practice purpose outside poor.,2.27,4.6
5930,documentary,1992-08-06,Shake also head study wife.,2.7,1.7
5931,comedy,1984-03-04,Worker later same long dog rule knowledge.,1.41,9.96
5932,scifi,2019-11-05,College significant citizen form them.,0.27,2.4
5933,romance,2020-07-12,Drug we your real under.,0.22,0.08
5934,romance,2001-05-18,Character on experience.,2.37,0.54
5935,comedy,2007-08-23,House he recognize growth consider claim officer really.,2.27,9.55
5936,documentary,2015-12-15,Per benefit middle.,0.51,1.89
5937,comedy,1989-02-27,Success perhaps several idea.,0.29000000000000004,8.74
5938,romance,1981-03-20,Worry by none.,0.37,9.08
5939,comedy,2005-04-12,Though speak total.,1.89,2.06
5940,scifi,2003-12-22,Space head imagine describe evidence.,1.08,0.02
5941,comedy,2014-02-25,Check protect wind standard great.,1.57,7.31
5942,comedy,2012-07-13,Tv answer cup every them.,3.1,4.41
5943,comedy,1982-07-01,Walk during degree product.,2.12,0.69
5944,scifi,2018-12-04,Generation picture rock heart west after.,0.74,0.69
5945,documentary,2014-01-19,Strategy back talk light partner.,0.51,9.72
5946,scifi,1981-06-17,Specific black beat.,3.12,3.49
5947,documentary,1995-05-03,Play forget course some billion hotel.,3.0100000000000002,4.42
5948,comedy,2011-05-04,Professional season person movement account deep condition.,2.3200000000000003,7.68
5949,documentary,2013-10-05,Usually enter ask doctor front artist.,1.28,2.5
5950,documentary,1978-09-28,Political more grow support us.,2.31,9.14
5951,scifi,1992-12-14,Stop short here.,1.4,2.16
5952,comedy,1992-03-17,Message door carry executive nation street.,1.16,4.86
5953,scifi,1999-11-24,People evidence Mr senior.,2.72,0.61
5954,documentary,1983-01-21,Former simple environment society.,0.76,4.49
5955,documentary,2000-07-06,For painting certain leg should enough lawyer paper.,1.01,3.43
5956,documentary,1982-06-02,Hard again and money.,1.12,8.42
5957,comedy,1985-12-08,Perhaps speech compare course.,0.21000000000000002,4.43
5958,romance,2019-02-07,Bill fund effort.,2.4400000000000004,7.31
5959,scifi,2016-08-17,Increase try ago above collection cup.,2.5900000000000003,5.57
5960,scifi,2017-12-27,With cup letter understand.,2.22,0.07
5961,comedy,1988-07-26,Open indeed ability determine two.,1.88,2.23
5962,documentary,2014-11-22,Think use base or various staff.,0.97,9.86
5963,documentary,1981-08-04,So several recently mention investment wonder change bank.,1.99,5.98
5964,romance,2014-08-02,Note resource sit because tonight fact cup.,2.83,0.68
5965,comedy,1983-09-08,Almost media guess could discussion then responsibility.,1.69,4.35
5966,romance,1987-07-16,Education foot Republican plan brother.,0.28,5.48
5967,documentary,2019-06-22,Force say activity management black.,2.8000000000000003,9.0
5968,romance,1992-08-08,Better career minute sense.,1.54,7.53
5969,romance,1994-02-09,Stuff doctor hold kitchen economy allow approach catch.,2.5500000000000003,3.46
5970,documentary,2019-09-05,Scientist member discover discussion do garden effect.,2.8200000000000003,9.05
5971,documentary,1988-12-08,Usually rise federal defense guy.,2.7,7.39
5972,documentary,2012-11-13,Yes against up agent be.,3.12,1.13
5973,comedy,1986-01-14,Culture science near show until you.,1.38,2.96
5974,documentary,2003-02-08,Matter view safe carry.,0.64,9.41
5975,documentary,2005-01-02,Today to late rock fall.,2.33,5.96
5976,comedy,1986-12-01,Material message maintain way.,0.36,3.09
5977,romance,1989-12-15,Term suffer second color.,1.54,2.17
5978,romance,1994-07-09,President nature could kind information school piece.,1.18,9.38
5979,romance,1989-09-23,Lead improve standard.,1.64,9.34
5980,comedy,2007-08-13,Tree on doctor serious team.,1.1300000000000001,1.05
5981,documentary,2002-05-27,Sell catch since page accept style.,1.46,8.62
5982,comedy,1993-12-27,Across begin clearly part.,0.24000000000000002,8.71
5983,romance,2011-01-30,Management upon once arrive task perform.,3.1500000000000004,2.89
5984,documentary,1977-01-31,Teach participant quite economy scene agree nearly.,0.45,7.63
5985,scifi,1991-07-08,Finish buy low test to part.,0.64,4.84
5986,documentary,1996-06-24,More series all direction quite outside break stuff.,0.63,2.37
5987,scifi,2020-04-12,Chair throw drive recognize learn.,0.8899999999999999,7.71
5988,scifi,2008-05-02,Heavy performance size player hundred top.,2.9200000000000004,2.69
5989,scifi,1979-09-12,Interview structure across mention dream suffer office.,0.65,0.78
5990,scifi,2009-02-03,Stage stuff want enough weight break particularly.,2.5,8.71
5991,romance,1984-09-04,Arm explain tough big design difficult current.,2.87,7.68
5992,scifi,2003-05-06,Little scientist I million study whose chance.,0.99,1.33
5993,comedy,1991-05-30,Them understand value sea it employee.,2.37,3.79
5994,documentary,2013-11-30,Detail name professor shake language throw bill.,3.08,4.54
5995,scifi,1999-01-21,War the necessary animal peace doctor capital.,2.97,4.09
5996,scifi,1991-09-14,Determine rather recently protect sign.,0.49,6.07
5997,scifi,2011-07-05,Sense simply low.,0.23,2.53
5998,documentary,1994-11-02,Scene on together current short.,1.5,3.26
5999,scifi,1983-08-30,Member gas value left simple church.,0.49,5.76
6000,comedy,2003-09-10,Imagine accept one last quite price.,0.2,1.16
6001,documentary,1984-07-02,Per history group TV new.,3.0,1.78
6002,romance,2007-06-07,Event whatever sign generation me other.,2.49,6.21
6003,documentary,2004-08-22,Fire system expect federal family.,2.6,9.51
6004,comedy,2018-12-11,Office answer summer age possible pattern actually.,1.56,4.72
6005,comedy,2001-05-25,Gun behavior prove radio pick.,3.0,7.68
6006,documentary,1985-05-21,Effect serve pick glass many pressure pattern.,1.1,7.86
6007,comedy,1987-07-27,Surface ever serious base.,2.33,2.0
6008,scifi,2015-05-10,Move teacher cost trial thought understand represent.,2.14,8.03
6009,comedy,2004-12-20,Meeting social indicate air whatever rock.,0.5,3.97
6010,scifi,2018-09-30,Lay room get next eat article.,1.27,7.38
6011,scifi,2004-01-29,Minute television chance agreement finally.,0.71,1.32
6012,documentary,1978-05-14,Anything example company possible region money.,2.11,4.29
6013,documentary,2015-07-10,Per responsibility grow whole threat defense wait discuss.,3.1700000000000004,2.24
6014,documentary,2013-09-24,Newspaper leader decade Congress possible relationship.,2.39,2.38
6015,documentary,2012-06-29,Floor not group.,1.14,1.47
6016,documentary,1980-08-12,Close west operation skill account.,2.2600000000000002,5.84
6017,comedy,2003-01-15,Happy risk because instead.,1.05,9.59
6018,comedy,1993-04-06,Human thus center phone.,0.34,2.04
6019,comedy,2010-09-26,Cover act free low out arrive.,0.9299999999999999,2.53
6020,romance,1982-10-24,Through whose full tough pass.,0.53,0.69
6021,romance,1999-07-06,Score people body suffer.,1.2,8.0
6022,romance,1998-10-22,Result article everyone meeting pay even.,0.7,4.62
6023,comedy,1984-04-20,Challenge current school baby place responsibility.,1.18,2.95
6024,comedy,2018-05-11,Trade have develop.,0.61,1.0
6025,documentary,2008-09-15,Hotel people scientist.,0.99,7.14
6026,romance,2018-12-13,Author big much same Congress.,2.87,2.05
6027,comedy,1986-05-20,Should sometimes choice party among everybody both.,1.8699999999999999,3.69
6028,scifi,1989-10-01,Create guess picture public.,0.75,1.72
6029,comedy,2018-08-10,Apply vote quickly attorney office soon animal.,2.95,8.53
6030,documentary,2021-01-14,Green very picture oil heart sure most remember.,2.7800000000000002,1.49
6031,scifi,2006-02-12,Outside note approach level.,2.0100000000000002,9.65
6032,scifi,2000-02-07,Management myself large almost college.,2.99,1.37
6033,scifi,1986-08-30,Member education her eye quality between.,0.30000000000000004,2.0
6034,romance,1982-03-17,Role specific list let crime per see.,2.85,5.24
6035,romance,1980-01-04,Tree on although play far entire.,0.8500000000000001,8.44
6036,comedy,2004-07-30,Of say model.,2.6900000000000004,7.85
6037,comedy,1992-07-31,Talk party none may.,0.30000000000000004,2.1
6038,comedy,1981-10-19,Son those act management miss partner old.,0.43000000000000005,1.4
6039,romance,1983-10-04,Direction week start effect off.,1.09,4.71
6040,scifi,1990-06-10,Edge model quite which generation seem.,1.06,5.02
6041,comedy,2005-10-26,Serious grow blue less.,1.66,3.51
6042,scifi,1995-04-21,Or someone southern almost range.,0.98,4.88
6043,documentary,1991-01-02,Himself project hard property strategy well.,0.31,8.55
6044,romance,2003-07-10,Answer ago history action.,0.63,3.18
6045,scifi,1998-07-15,Opportunity TV why base.,1.9,1.76
6046,documentary,1999-02-01,Relate issue democratic seven close must section.,2.85,6.7
6047,comedy,2005-07-26,Toward allow space unit sound material per.,2.11,1.66
6048,documentary,1988-05-11,Compare person we scientist feeling station fire.,2.6500000000000004,7.14
6049,comedy,2011-12-12,Scene space may need newspaper bag example also.,1.24,6.99
6050,documentary,2016-08-26,Me bag ready sit read.,1.67,8.46
6051,scifi,1992-03-26,Heavy bag follow treat.,2.49,2.49
6052,scifi,2017-10-25,Environmental goal deal.,2.54,9.55
6053,documentary,2017-08-12,Summer clearly over wish view charge pass beautiful.,2.9000000000000004,6.91
6054,documentary,1988-12-12,Feeling budget almost.,1.44,5.93
6055,scifi,1999-09-18,Animal coach perhaps suffer surface option government.,1.49,1.92
6056,romance,2021-04-24,Write when Republican staff term room news.,2.23,2.67
6057,romance,1983-12-15,Season early admit who fine.,2.91,5.85
6058,comedy,1986-01-29,What will detail prove Mr.,2.08,2.0
6059,comedy,1996-03-05,Decide serious knowledge carry bill.,0.98,3.82
6060,scifi,1996-01-14,Investment large suffer look happy.,0.47000000000000003,9.75
6061,comedy,2017-05-15,Give seem record former town else easy guy.,2.14,6.34
6062,scifi,2021-12-14,Station office husband government decision.,3.06,3.79
6063,comedy,2009-03-03,Ball natural past until large arrive.,1.2,1.17
6064,documentary,1996-07-09,Them material hit leave difference line good true.,2.0300000000000002,7.37
6065,documentary,2010-06-05,Information poor moment open down growth.,0.74,6.82
6066,scifi,2008-09-20,Even rest reflect pass interest.,1.54,0.4
6067,documentary,2005-12-25,Address government evidence reality away realize game care.,1.11,7.86
6068,documentary,2003-03-01,Write government appear test improve.,3.1300000000000003,7.61
6069,romance,1982-07-13,Yard interest baby save travel fill.,0.47000000000000003,8.21
6070,comedy,1999-07-28,Keep decision heart group nearly.,0.43000000000000005,7.29
6071,comedy,1993-03-03,High us image show father spring book.,2.39,8.27
6072,scifi,1995-05-27,Phone mission on dinner part Democrat.,2.3600000000000003,5.59
6073,documentary,1980-12-06,Contain task adult mission sport court.,0.46,8.42
6074,scifi,1983-07-16,East something start but miss.,0.8500000000000001,2.98
6075,scifi,2013-07-30,Often two star.,2.8200000000000003,1.84
6076,romance,1985-02-08,Sea investment make.,1.48,7.79
6077,comedy,2002-08-28,Within summer chance trial herself.,0.31,6.73
6078,comedy,2002-05-14,Spend whether already notice system.,1.51,0.62
6079,documentary,2008-05-25,Understand art impact condition.,2.0500000000000003,1.32
6080,documentary,1995-06-22,Environmental participant grow system relationship.,1.28,4.18
6081,scifi,2014-05-22,Mouth evening decision indeed conference.,0.21000000000000002,2.91
6082,romance,1982-06-28,Meeting finish beat imagine.,2.21,8.57
6083,comedy,1984-05-02,Wait letter attack land third free.,0.8999999999999999,9.26
6084,comedy,2003-04-24,Red feeling arrive song.,3.0700000000000003,7.27
6085,scifi,2008-03-19,Evening enough poor throughout.,0.37,2.45
6086,documentary,2019-09-18,Relate decade party before.,1.91,8.64
6087,documentary,2005-11-21,Child raise many.,2.2600000000000002,3.66
6088,romance,2012-11-12,Firm history challenge bed.,1.72,5.28
6089,romance,2001-01-15,Trouble suggest wonder.,0.45,7.2
6090,romance,2001-07-15,Would them drug in common tree up.,2.0700000000000003,1.51
6091,documentary,2008-04-15,Inside seek individual ever body.,1.43,9.89
6092,romance,1993-12-10,Must project left several any.,0.21000000000000002,9.93
6093,scifi,2008-11-18,Region us whether when answer read not.,3.12,1.81
6094,romance,1980-01-10,East management sea tell.,0.8300000000000001,6.01
6095,romance,2011-11-23,Also include today Congress if go kitchen.,1.17,5.97
6096,romance,1999-02-06,Tax describe skill.,2.3200000000000003,3.92
6097,scifi,1995-05-14,Clear police different bring far those and pretty.,1.53,7.78
6098,documentary,1998-06-28,Number election employee down protect in party.,2.87,0.61
6099,documentary,2003-07-27,Expect test herself.,1.23,1.92
6100,documentary,2018-07-20,Structure amount writer fall.,0.96,6.76
6101,documentary,1982-03-14,Site player effect character during wall describe.,1.3399999999999999,4.85
6102,comedy,1995-07-10,Box fund east while box bring.,1.05,2.86
6103,romance,2016-05-30,Part just guess wear.,0.5900000000000001,8.11
6104,romance,2014-07-05,Boy also customer happy.,2.0100000000000002,3.48
6105,comedy,2021-09-03,During attack more positive into.,0.77,3.14
6106,scifi,2021-05-30,Service feeling control face responsibility.,2.4000000000000004,2.61
6107,documentary,1996-01-15,Relate gun stuff none style.,2.87,8.75
6108,documentary,2001-10-04,Act into camera suffer building book better.,1.56,7.69
6109,comedy,2014-03-02,Shake again maybe.,3.18,5.19
6110,romance,2008-01-01,Attention final for catch lay wonder success.,1.89,5.94
6111,comedy,1979-03-03,Mr our become.,1.6099999999999999,0.2
6112,documentary,1987-01-02,Eye agreement property teach read sing guy environment.,1.79,6.68
6113,scifi,1998-08-27,Yard onto contain community.,2.3800000000000003,5.28
6114,scifi,2020-03-24,Such area near college health newspaper specific.,1.12,4.46
6115,comedy,2002-06-16,Act operation church soldier including have.,2.5700000000000003,9.63
6116,comedy,2013-03-04,Direction three government resource those people avoid there.,1.32,9.74
6117,romance,1986-07-05,Else rule arm in edge.,2.7800000000000002,8.42
6118,scifi,1981-03-25,Alone room bar instead prevent pressure.,3.0,9.3
6119,scifi,2004-06-09,Raise than product bag.,0.99,1.57
6120,comedy,2018-09-04,Lot least together their hour play.,1.89,8.29
6121,documentary,2001-04-26,Instead dark these other.,1.28,3.71
6122,scifi,2014-04-15,Film believe scientist as similar eye modern show.,2.0500000000000003,2.86
6123,scifi,2015-06-12,World loss foot international her itself.,2.11,0.85
6124,romance,2012-09-25,Player line green think.,1.32,4.34
6125,comedy,2016-05-22,Effect special opportunity recognize if.,1.07,6.6
6126,comedy,1995-06-17,Of court view eye course campaign.,2.09,2.38
6127,scifi,2005-09-11,Bank special available strong cultural above.,0.51,4.23
6128,comedy,2010-09-23,Edge year answer.,0.4,5.0
6129,romance,2018-12-13,Deep local white draw sit agent yet.,1.41,1.94
6130,comedy,2016-09-16,Seem sea room school letter economic.,0.5700000000000001,9.37
6131,documentary,2010-12-29,Adult chance start.,0.33,5.24
6132,documentary,2002-08-08,Knowledge before than language population.,2.5100000000000002,0.73
6133,documentary,1979-03-01,Deal avoid Mr.,2.5500000000000003,2.43
6134,comedy,2003-06-29,Pm sense represent kitchen left lot public.,1.6199999999999999,4.06
6135,romance,2007-12-18,Sure fund late actually several watch Mrs nation.,1.8,7.69
6136,scifi,2012-06-01,Organization less these.,2.35,4.2
6137,documentary,1994-07-29,Man page on ever.,3.14,3.17
6138,comedy,1984-08-17,Another throw range fill rest left guy.,3.0100000000000002,0.34
6139,romance,1985-10-11,Hand eight drug.,0.49,3.94
6140,documentary,2007-09-03,Similar film expect.,1.32,9.63
6141,scifi,1981-02-09,Level why owner hit.,3.1700000000000004,3.29
6142,documentary,2008-09-22,Bring contain new assume.,2.4400000000000004,2.59
6143,documentary,1984-02-10,Former worker true past official.,0.52,0.22
6144,romance,2007-07-13,Age test their set hard her.,1.1300000000000001,4.14
6145,documentary,2018-11-24,Few challenge score quality voice.,0.9099999999999999,9.34
6146,scifi,2018-12-15,Big simple morning effort then.,2.54,7.8
6147,romance,1981-09-29,Door race into study opportunity pay challenge.,1.75,7.91
6148,romance,1982-01-13,Already industry see poor.,2.15,2.82
6149,romance,2021-01-31,Whom because whom.,0.42000000000000004,4.23
6150,documentary,1998-12-22,Task executive let easy interview.,0.6799999999999999,4.78
6151,comedy,1979-02-05,Line particularly enjoy land order at dark.,2.3000000000000003,3.49
6152,documentary,1990-07-21,Sign anything fish.,3.1500000000000004,7.6
6153,comedy,1998-01-11,Treat use customer ok nearly area.,2.25,4.05
6154,documentary,1999-02-18,Card both project a choose modern evening.,2.98,1.72
6155,comedy,2010-09-30,Hospital crime north image senior south national.,0.71,8.0
6156,scifi,1988-10-25,Rule still approach garden provide.,2.5500000000000003,0.9
6157,comedy,1984-12-11,They black level event herself man affect.,3.0100000000000002,0.39
6158,scifi,1977-01-12,Agreement company never physical entire effort seem.,2.33,2.99
6159,comedy,1997-11-11,Cause maybe modern glass program.,1.6199999999999999,8.35
6160,scifi,1979-11-01,On young open task.,3.04,0.7
6161,documentary,1977-04-23,Song city together.,0.5,5.73
6162,comedy,2019-02-15,Fund board fly travel heavy stuff prevent.,0.8600000000000001,2.34
6163,scifi,1998-07-19,Style knowledge if main TV word player.,1.29,2.81
6164,documentary,2017-12-12,Race deep sell stay every.,2.3400000000000003,3.71
6165,comedy,1999-01-20,Best institution reach.,1.04,7.04
6166,romance,2012-01-10,Recent game under whole thank rate.,2.33,6.52
6167,romance,2005-07-24,Rather follow of party.,2.77,1.63
6168,romance,2016-09-24,Character sport wife.,1.09,1.72
6169,romance,2003-10-08,Compare money well whole impact.,2.29,8.47
6170,scifi,2019-03-13,Those door reveal.,2.22,9.59
6171,documentary,2014-07-24,Key form he great.,2.14,9.21
6172,romance,1996-01-06,Top something traditional occur these sometimes project.,2.17,1.62
6173,scifi,2015-08-28,Ago exactly kid start Republican improve a garden.,2.21,3.12
6174,comedy,2008-04-16,Number side successful myself plan.,2.56,4.07
6175,romance,1992-07-24,War how offer.,1.5899999999999999,3.12
6176,comedy,1999-01-10,Old grow take determine probably nice.,1.1,0.44
6177,romance,1977-08-16,Project significant century likely hour throw.,2.2,6.42
6178,comedy,1989-07-31,Appear authority health me new their happen.,2.43,9.79
6179,comedy,1977-06-16,Resource eye available right find begin establish.,1.02,3.51
6180,documentary,2001-11-21,High single street exactly party test best PM.,2.12,1.21
6181,documentary,1988-08-20,Operation amount defense risk international.,1.28,0.71
6182,documentary,1989-04-18,Major wish stage middle into.,1.94,8.3
6183,comedy,1999-11-17,Event easy eye magazine material.,3.1500000000000004,9.12
6184,scifi,1979-03-10,Range ready build.,2.58,1.4
6185,documentary,1993-04-06,Each different three power appear.,1.1300000000000001,8.2
6186,comedy,1982-10-01,Movement democratic why ten Mr.,2.43,1.13
6187,documentary,2008-05-11,Relationship loss reason girl else agreement.,0.42000000000000004,8.74
6188,scifi,2016-08-28,View media other which than central side approach.,2.89,7.06
6189,scifi,1977-07-18,Most effort somebody.,2.89,5.82
6190,scifi,1998-06-25,Go treatment ten mind professional present.,3.0100000000000002,1.77
6191,documentary,2011-07-20,Painting oil option yes.,2.37,4.01
6192,scifi,1997-04-06,Follow song water always.,2.0500000000000003,7.28
6193,romance,2010-03-29,Agree your scientist thousand up plant force response.,3.0100000000000002,0.87
6194,comedy,1977-06-16,List huge age character.,0.5,2.66
6195,romance,1992-12-30,Accept our explain laugh government message goal.,0.23,2.48
6196,romance,1986-09-20,Seat leader coach number.,0.25,1.98
6197,documentary,1978-08-26,Clearly dinner crime.,2.95,2.46
6198,documentary,2018-05-02,Onto sort fight career family.,1.3299999999999998,3.37
6199,romance,2007-06-27,Consider reflect lawyer court project skill human.,1.18,8.45
6200,documentary,2008-11-23,Leave west despite oil also.,2.1,4.0
6201,documentary,2018-06-02,Less Mr spring site medical mention successful.,2.71,9.88
6202,comedy,2004-08-21,Authority success price join.,0.63,5.89
6203,comedy,2016-07-27,Provide line especially foreign choice live build physical.,2.0300000000000002,7.49
6204,documentary,1989-07-30,Design leg to light long.,1.74,7.85
6205,comedy,1985-03-31,Generation nearly name expect.,2.0,8.52
6206,romance,2019-04-27,Security game measure money.,2.95,7.51
6207,romance,1988-01-11,Friend show stage major stop trade.,2.83,7.45
6208,documentary,1985-11-25,Policy theory parent.,2.31,4.8
6209,comedy,1994-04-04,Every note we offer.,0.6799999999999999,2.7
6210,scifi,2009-03-30,Doctor instead move.,0.71,6.99
6211,comedy,2006-08-19,Form compare house simply.,1.98,6.56
6212,documentary,2020-05-24,Mission specific speech final recent.,2.02,0.78
6213,comedy,1989-06-15,White garden magazine talk.,0.66,1.15
6214,documentary,1982-09-12,Mind natural tonight choice where speak reality.,3.02,9.2
6215,scifi,2013-02-01,Laugh whom relate worker better system.,1.92,7.26
6216,scifi,2013-03-27,Past treatment even measure city alone trouble.,0.2,8.29
6217,romance,1993-06-24,Series base shake black wait.,1.2,6.81
6218,comedy,1994-06-08,Finally street article ask voice group.,2.46,2.02
6219,scifi,2021-09-19,Head top idea money medical from.,1.82,4.43
6220,scifi,2014-08-02,When style should.,2.2,6.04
6221,comedy,1993-09-05,Cultural argue hundred who treat price.,1.19,8.27
6222,scifi,1993-09-28,Worker give collection.,1.51,7.96
6223,scifi,1978-12-14,Staff a various north card if.,0.5900000000000001,5.7
6224,comedy,1985-11-08,Defense fear main dinner business.,3.06,9.46
6225,romance,2017-12-05,Pretty go road respond for.,1.1300000000000001,8.13
6226,romance,2004-08-20,Western everyone including catch.,1.01,1.17
6227,scifi,2017-02-24,Point federal feel until experience agreement.,2.3600000000000003,1.2
6228,romance,1995-09-22,Hospital interview successful nothing.,0.33,9.9
6229,comedy,1994-06-01,Fast memory fact.,3.1100000000000003,1.22
6230,romance,2017-12-30,Line firm or new network kitchen son gun.,0.73,6.28
6231,scifi,1991-11-02,Throw medical around.,1.17,7.32
6232,scifi,2007-11-11,Center second PM blue.,1.32,2.87
6233,documentary,1998-05-05,Animal law senior letter quality brother personal discussion.,0.99,9.77
6234,scifi,1994-06-09,Cold step number against big.,1.3,0.33
6235,scifi,1999-09-22,Medical open study without fish rise attorney himself.,0.51,7.56
6236,documentary,2001-09-21,Measure environment responsibility him.,1.24,5.53
6237,romance,1999-06-22,Left night too involve near also scene.,2.56,4.23
6238,documentary,2021-10-14,Class raise level group throw.,1.17,6.48
6239,romance,2002-05-07,Accept rate spring best any standard response.,0.29000000000000004,8.84
6240,romance,2013-04-02,Issue pretty green business total.,1.8599999999999999,4.99
6241,romance,1979-11-03,Wind final sing.,1.69,1.82
6242,comedy,2020-06-14,Prevent candidate if treatment fine television.,3.1300000000000003,8.9
6243,scifi,2000-04-25,Whom fall you police above.,3.0500000000000003,5.72
6244,romance,1993-10-07,Cut relationship bit dinner lot.,0.78,1.94
6245,scifi,1978-09-30,Meeting until matter building upon buy.,1.71,6.09
6246,scifi,2002-10-29,Great part present of.,1.21,9.37
6247,comedy,1992-02-21,Partner dream only similar either eye writer single.,1.55,7.94
6248,romance,2017-10-27,Goal at continue develop.,0.99,0.36
6249,scifi,1986-04-11,Ready expert recently build.,0.79,7.23
6250,comedy,2021-09-09,A training drive easy listen exist good.,1.3299999999999998,0.44
6251,comedy,1985-09-27,National dream ok involve smile night level.,0.65,2.53
6252,comedy,2014-10-17,Seat stop friend yes above audience buy per.,1.71,8.19
6253,romance,1983-06-21,Western language large discussion environmental course purpose.,2.24,3.07
6254,documentary,1981-06-18,Beautiful treatment attack.,1.81,3.35
6255,scifi,1978-08-08,Perhaps growth pick per decade newspaper must.,2.46,3.0
6256,romance,1982-06-06,Discover prepare hundred throughout.,2.4000000000000004,9.26
6257,scifi,1991-01-05,Performance never alone top model PM.,1.39,8.49
6258,scifi,2010-03-26,One scene of unit outside blue for.,0.78,3.34
6259,scifi,1981-10-20,Issue must activity.,0.77,7.16
6260,comedy,1981-04-01,Game tend medical much.,1.53,8.34
6261,documentary,1986-11-12,Summer enough recently four.,0.5,2.04
6262,scifi,2018-05-27,Hit whole sing serious message window summer.,0.49,9.34
6263,romance,2017-06-23,Guess foreign room difference.,0.24000000000000002,0.31
6264,scifi,2015-10-05,Local fact both go human forward country region.,0.99,6.82
6265,scifi,1989-09-12,Throughout everyone measure board section artist.,1.8,2.39
6266,comedy,2007-03-14,Night four star.,2.4000000000000004,6.1
6267,romance,2021-05-19,Strong forward help tonight third but.,2.6700000000000004,7.33
6268,romance,1991-10-02,That inside enter even economy.,2.75,3.78
6269,documentary,2021-05-27,Operation any experience tough marriage every of.,0.69,9.37
6270,documentary,1987-10-01,Interview sometimes soldier wind him.,1.79,0.55
6271,documentary,2020-01-11,Address skin better remain increase.,1.14,2.17
6272,scifi,1990-09-11,Air believe focus investment.,1.04,3.32
6273,romance,1981-12-06,Fall page consumer wear.,1.88,4.79
6274,documentary,1998-08-18,Forget control line.,2.48,8.49
6275,scifi,1980-01-18,Capital parent she seem.,2.2800000000000002,9.73
6276,documentary,2015-02-01,Include drop though various mission.,0.8700000000000001,1.73
6277,comedy,1982-06-19,Miss speak candidate peace customer try word population.,2.0,7.72
6278,documentary,2011-02-22,Family per buy discussion.,0.55,9.82
6279,documentary,1988-03-10,Since apply government serve.,3.0,2.68
6280,romance,2015-01-01,Week theory media company body two.,1.63,9.47
6281,romance,1979-11-26,Remain without also compare life decision almost sure.,1.5799999999999998,2.46
6282,documentary,2013-03-24,State chance politics before toward.,3.16,7.57
6283,scifi,2012-03-31,Record season middle Congress back make.,0.81,1.09
6284,comedy,1987-12-25,Area involve and movement will cell.,2.97,0.8
6285,romance,1987-08-12,Claim enter character then mention.,2.54,0.8
6286,scifi,2019-05-18,Brother put east word church someone.,2.72,9.08
6287,documentary,1982-04-09,Idea machine team.,1.28,1.15
6288,scifi,2012-01-23,Lawyer fight put later there bad.,1.9,9.72
6289,comedy,1997-12-29,Participant factor save guess spring inside.,1.8599999999999999,9.11
6290,comedy,1990-08-08,Represent I reveal special enough.,1.31,3.02
6291,romance,2013-05-29,Decade day man piece.,1.71,0.33
6292,romance,2010-07-23,Cause when level across.,2.08,5.43
6293,scifi,2015-06-06,Image executive building network.,2.21,6.32
6294,documentary,2000-01-23,Figure outside still travel middle.,0.81,6.76
6295,comedy,2009-10-20,Sea rest evening course official far.,2.0500000000000003,0.18
6296,romance,2008-10-08,Best see hand big American.,3.0,9.06
6297,romance,2009-05-25,Significant throughout not send campaign poor notice.,0.8400000000000001,1.58
6298,documentary,2012-02-11,Father see girl physical fear indeed.,0.8500000000000001,2.8
6299,romance,1979-01-21,Assume owner approach camera song.,2.5500000000000003,3.31
6300,comedy,1986-01-01,Student someone physical social boy morning.,0.8,0.71
6301,scifi,2011-06-14,Strong radio campaign idea win sport four team.,1.39,1.26
6302,documentary,1994-03-13,Establish particularly then should mouth hotel.,1.0,4.42
6303,documentary,2020-05-12,Notice relationship education question hear relationship.,2.97,6.36
6304,romance,2014-02-05,Course join early receive authority.,1.16,3.27
